"0","ext_counts <- table(house$Exterior2nd)"
"0","ext_props <- prop.table(ext_counts)"
"0","ext_names <- names(ext_counts)"
"0","ext_colors <- c(""#FFB7D5"", ""#FF7F50"", ""#FFD700"", ""#00CED1"", ""#6A5ACD"", ""#FF69B4"","
"0","                ""#32CD32"", ""#1E90FF"", ""#8B008B"", ""#FF4500"", ""#008080"", ""#FFC0CB"","
"0","                ""#00FF7F"", ""#9400D3"", ""#FFDAB9"", ""#FFFFE0"", ""#F0E68C"")"
"0",""
"0","barplot(ext_props, horiz = TRUE, col = ext_colors, border = ""white"","
"0","        main = ""Distribution of Exterior Coverings"", xlab = ""Proportion"","
"0","        xlim = c(0, 1), las = 1, cex.main = 1.5, cex.lab = 1.2,"
"0","        legend.text = ext_names, args.legend = list(x = ""topright"", bty = ""n""))"
