"0","factor_var <- factor(house$Neighborhood, exclude = NULL)"
"0","numeric_labels <- as.integer(factor_var)"
"0","house$Neighborhood = numeric_labels"
"0","print(house$Neighborhood[1:10])"
"1"," [1]"
"1"," 13"
"1"," 13"
"1","  9"
"1","  9"
"1"," 22"
"1","  9"
"1","  9"
"1","  9"
"1","  9"
"1"," 13"
"1","
"
"0","categories <- levels(factor_var)"
"0","categories"
"1"," [1]"
"1"," ""Blmngtn"""
"1"," ""Blueste"""
"1"," ""BrDale"" "
"1"," ""BrkSide"""
"1"," ""ClearCr"""
"1"," ""CollgCr"""
"1"," ""Crawfor"""
"1"," ""Edwards"""
"1"," ""Gilbert"""
"1"," ""IDOTRR"" "
"1"," ""MeadowV"""
"1"," ""Mitchel"""
"1"," ""NAmes""  "
"1","
"
"1","[14]"
"1"," ""NoRidge"""
"1"," ""NPkVill"""
"1"," ""NridgHt"""
"1"," ""NWAmes"" "
"1"," ""OldTown"""
"1"," ""Sawyer"" "
"1"," ""SawyerW"""
"1"," ""Somerst"""
"1"," ""StoneBr"""
"1"," ""SWISU""  "
"1"," ""Timber"" "
"1"," ""Veenker"""
"1","
"
