"0","kruskal.test(house$GarageCars ~ house$SalePrice)"
"1","
"
"1","	Kruskal-Wallis rank sum test"
"1","
"
"1","
"
"1","data:  "
"1",""
"1","house$GarageCars by house$SalePrice"
"1",""
"1","
"
"1","Kruskal-Wallis chi-squared = 1039, df = 662, p-value"
"1","
"
"1","< 2.2e-16"
"1","
"
"1","
"
"0","summary(aov(GarageCars~SalePrice,data=house))"
"1","           "
"1","   Df"
"1"," Sum Sq"
"1"," Mean Sq"
"1"," F value"
"1"," Pr(>F)"
"1","    "
"1","
SalePrice  "
"1","    1"
"1","  334.2"
"1","   334.2"
"1","    1014"
"1"," <2e-16"
"1"," ***"
"1","
Residuals  "
"1"," 1458"
"1","  480.6"
"1","     0.3"
"1","        "
"1","       "
"1","    "
"1","
"
"1","---
Signif. codes:  "
"1",""
"1","
"
"1","0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1"
"1","
"
