"0","correlation <- cor(house$LotArea, house$SalePrice)"
"0","correlation"
"1","[1]"
"1"," 0.2638434"
"1","
"
"0","ggplot(house, aes(x = LotArea, y = SalePrice)) +"
"0","  geom_point(size = 3, alpha = 0.8) +"
"0","  geom_smooth(method = ""lm"", se = FALSE, color = ""red"") +"
"0","  labs(x = ""LotArea"", y = ""SalePrice"") +"
"0","  annotate(""text"", x = max(house$LotArea), y = max(house$SalePrice),"
"0","           label = paste(""Correlation ="", round(correlation, 2))) +"
"0","  theme_classic()"
